loci,chi^2,df,Pr(chi^2 >),Pr.exact
248396:223:-,127.5069979,1,0,0
248417:124:-,94.83414638,1,0,0
248417:139:-,92.61271638,1,0,0
248472:24:-,1.131933061,1,0.287363389,0.292
248472:129:-,73.28056986,1,0,0
248543:38:-,74.03797082,1,0,0
248543:67:-,64.91441745,1,7.77E-16,0
248543:102:-,12.77932805,1,0.000350471,0.002
248543:107:-,64.3350143,1,9.99E-16,0
248543:109:-,18.01366692,1,2.19E-05,0
248543:131:-,62.55479825,1,2.55E-15,0
248543:187:-,62.75355784,1,2.33E-15,0
248546:34:-,65.31548182,1,6.66E-16,0
248546:37:-,84.92194674,1,0,0
248546:123:-,17.80891548,1,2.44E-05,0
248546:158:-,81.87718966,1,0,0
248546:162:-,96.89900359,1,0,0
248546:201:-,60.90475802,1,6.00E-15,0
248556:43:+,20.04189548,1,7.58E-06,0
248556:59:+,20.63058207,1,5.57E-06,0
248556:76:+,1.873445848,1,0.171080944,0.201
248556:105:+,0.480769231,1,0.488074093,0.459
248556:127:+,22.23259733,1,2.42E-06,0
248556:246:+,29.42030901,1,5.83E-08,0
248556:332:+,0.934989043,1,0.333569872,0.417
248556:361:+,22.38500017,1,2.23E-06,0
248556:366:+,20.25103718,1,6.79E-06,0
248757:21:+,0.30634426,1,0.579932206,0.625
248757:45:+,6.802300534,1,0.009104049,0.016
248757:230:+,81.18713467,1,0,0
248757:232:+,80.24835919,1,0,0
248820:92:+,11.72219906,1,0.000617589,0.004
248820:144:+,83.80218426,1,0,0
248820:205:+,10.11726817,1,0.001468866,0.003
248820:209:+,83.76781645,1,0,0
248820:218:+,23.75374164,1,1.09E-06,0
248820:224:+,11.15560381,1,0.000837782,0
248852:36:+,46.27620384,1,1.03E-11,0
248852:49:+,144.9746425,1,0,0
248852:105:+,46.27620384,1,1.03E-11,0
248852:127:+,34.77434723,1,3.70E-09,0
248852:200:+,37.84581472,1,7.66E-10,0
249043:9:+,4.316148856,1,0.037752271,0.042
249043:19:+,15.81795244,1,6.97E-05,0.001
249043:138:+,4.316148856,1,0.037752271,0.043
249074:29:+,1.706020298,1,0.191502532,0.166
249074:47:+,31.45852616,1,2.04E-08,0
249074:82:+,1.650517089,1,0.198888567,0.212
249074:112:+,2.359246444,1,0.124542337,0.139
249074:133:+,5.792445801,1,0.016095181,0.021
249077:65:-,50.6027705,1,1.13E-12,0
249077:73:-,53.11879435,1,3.14E-13,0
249077:101:-,4.209192102,1,0.040205482,0.034
249077:138:-,7.439479483,1,0.006380834,0.015
249077:289:-,6.895213016,1,0.008642686,0.012
249077:332:-,3.628285503,1,0.056805307,0.056
249077:340:-,3.089547517,1,0.078796717,0.075
249077:349:-,19.76290478,1,8.77E-06,0
249081:23:-,45.33403378,1,1.66E-11,0
249081:82:-,22.31262407,1,2.32E-06,0.001
249081:109:-,45.33403378,1,1.66E-11,0
249081:121:-,18.09352172,1,2.10E-05,0.001
249081:124:-,0.007698373,1,0.930083033,0.607
249081:175:-,49.75737533,1,1.74E-12,0
249081:256:-,45.67008065,1,1.40E-11,0
249127:62:+,61.69208766,1,4.00E-15,0
249127:102:+,40.69193645,1,1.78E-10,0
249127:130:+,83.18705203,1,0,0
249127:227:+,111.1703472,1,0,0
249127:253:+,82.16060862,1,0,0
249127:270:+,71.93122106,1,0,0
249127:341:+,38.06377316,1,6.85E-10,0
249127:348:+,70.04605967,1,1.11E-16,0
249373:9:+,143.6632629,1,0,0
249373:18:+,152.443556,1,0,0
249373:27:+,143.1402784,1,0,0
249373:30:+,152.9966652,1,0,0
249373:75:+,69.39285992,1,1.11E-16,0
249373:135:+,152.9966652,1,0,0
249373:200:+,137.0971635,1,0,0
249373:205:+,137.0971635,1,0,0
249373:215:+,137.0971635,1,0,0
249373:241:+,137.0971635,1,0,0
249373:253:+,152.9966652,1,0,0
249431:51:+,9.010258017,1,0.002684685,0.002
249431:69:+,3.867610099,1,0.04922657,0.063
249431:73:+,24.05287702,1,9.37E-07,0
249431:87:+,9.010258017,1,0.002684685,0.003
249431:97:+,28.01589563,1,1.20E-07,0
249431:132:+,5.958582037,1,0.014645815,0.026
249431:139:+,0.616792973,1,0.43224154,0.31
249431:178:+,4.875634315,1,0.027238428,0.038
249611:13:-,14.47801475,1,0.000141805,0
249611:53:-,4.593182129,1,0.032099366,0.057
249611:79:-,14.47801475,1,0.000141805,0.002
249611:112:-,18.29598519,1,1.89E-05,0
249611:179:-,14.47801475,1,0.000141805,0
249631:39:+,67.95822665,1,2.22E-16,0
249631:84:+,69.64066969,1,1.11E-16,0
249631:85:+,73.28868346,1,0,0
249631:111:+,109.0072472,1,0,0
249631:125:+,109.0072472,1,0,0
249631:288:+,65.35821176,1,6.66E-16,0
249631:315:+,74.67531232,1,0,0
249631:323:+,70.81454391,1,0,0
249645:116:+,4.735343578,1,0.029548946,0.033
249645:119:+,1.167100743,1,0.279997762,0.3
249645:153:+,2.940267331,1,0.086396433,0.082
249805:65:-,32.94014891,1,9.50E-09,0
249805:119:-,4.798726261,1,0.028480786,0.041
249805:128:-,110.8583936,1,0,0
249805:193:-,18.89877815,1,1.38E-05,0
249805:228:-,13.70162197,1,0.000214269,0.001
249805:271:-,109.5602189,1,0,0
251666:125:-,8.42626241,1,0.003698398,0.015
251669:179:+,29.66067139,1,5.15E-08,0
251669:180:+,27.18872537,1,1.85E-07,0
252314:14:+,5.470686281,1,0.01933803,0.029
252314:35:+,2.277167849,1,0.131291429,0.164
252314:44:+,4.193849556,1,0.040570872,0.075
252314:98:+,20.06792824,1,7.47E-06,0
252314:134:+,33.54132279,1,6.98E-09,0
252315:16:-,40.35083166,1,2.12E-10,0
252315:20:-,145.1520947,1,0,0
252315:25:-,83.8724221,1,0,0
252315:44:-,40.96764406,1,1.55E-10,0
252315:78:-,42.94441481,1,5.63E-11,0
252315:101:-,74.48532367,1,0,0
252410:23:-,24.81729932,1,6.30E-07,0
252410:61:-,76.79808363,1,0,0
252410:117:-,3.672774523,1,0.055308043,0.052
252687:45:-,7.81155601,1,0.005191319,0.011
252687:93:-,9.065109284,1,0.00260533,0.003
252687:253:-,18.15945156,1,2.03E-05,0
252687:285:-,11.44302102,1,0.00071763,0.001
252687:356:-,14.26619257,1,0.00015869,0
253060:20:-,14.61759604,1,0.000131679,0.006
253579:98:+,27.33655095,1,1.71E-07,0
254958:47:+,160.5882146,1,0,0
254958:130:+,156.5560311,1,0,0
255268:26:+,87.74193147,1,0,0
255268:67:+,78.14985063,1,0,0
255268:68:+,78.38511643,1,0,0
255268:80:+,83.47034849,1,0,0
255268:99:+,59.57390842,1,1.18E-14,0
255569:66:-,0.726261939,1,0.394097529,0.341
255569:68:-,1.380809409,1,0.239963324,0.271
255569:77:-,0.126070112,1,0.722541996,0.766
255569:96:-,0.046784559,1,0.828755947,0.806
255569:115:-,0.001300994,1,0.971227111,1
255569:120:-,0.001300994,1,0.971227111,1
255569:127:-,5.06131596,1,0.024465654,0.027
255569:128:-,2.084944365,1,0.148757642,0.147
255569:132:-,9.526407055,1,0.002025362,0.004
255597:15:-,5.095467978,1,0.023988441,0.034
255597:87:-,21.06113485,1,4.45E-06,0
255840:48:-,131.2894558,1,0,0
255840:56:-,76.03262763,1,0,0
255840:67:-,79.36154229,1,0,0
255840:85:-,128.5236002,1,0,0
255840:87:-,98.76116138,1,0,0
255853:15:+,104.5501841,1,0,0
255853:34:+,100.3185043,1,0,0
255853:36:+,31.71631051,1,1.78E-08,0
255853:67:+,51.82096733,1,6.08E-13,0
255853:81:+,36.21658641,1,1.77E-09,0
255853:86:+,36.21658641,1,1.77E-09,0
255853:178:+,92.47358678,1,0,0
255853:209:+,91.63094786,1,0,0
255853:233:+,37.29049606,1,1.02E-09,0
255853:284:+,57.27319263,1,3.80E-14,0
256117:54:+,73.08447513,1,0,0
256117:86:+,0.670127502,1,0.413007157,0.397
256545:21:+,57.836966,1,2.84E-14,0
256545:61:+,111.4233729,1,0,0
256545:82:+,58.2901293,1,2.26E-14,0
256545:98:+,63.04532366,1,2.00E-15,0
256545:123:+,66.51390641,1,3.33E-16,0
256610:37:-,9.330703974,1,0.002253458,0.007
256610:55:-,6.31293152,1,0.011986049,0.011
256610:134:-,6.983624938,1,0.008225883,0.012
256610:199:-,8.15819458,1,0.004286702,0.005
256610:236:-,10.45436373,1,0.001223601,0.002
256610:254:-,47.96604747,1,4.34E-12,0
256610:264:-,29.59689867,1,5.32E-08,0
256610:276:-,29.59689867,1,5.32E-08,0
256719:7:+,27.0427173,1,1.99E-07,0
256719:12:+,6.388152339,1,0.011488455,0.048
256719:51:+,15.25992327,1,9.37E-05,0.002
256719:67:+,24.0542578,1,9.37E-07,0
256719:111:+,5.522689407,1,0.018771379,0.04
256719:170:+,33.49041474,1,7.16E-09,0
256719:171:+,47.65754219,1,5.08E-12,0
256874:254:-,128.6156225,1,0,0
256895:134:-,68.29877306,1,1.11E-16,0
256950:85:+,1.907953616,1,0.167190752,0.192
256950:113:+,10.68257837,1,0.001081492,0
257087:21:+,107.4856188,1,0,0
257087:51:+,100.5619835,1,0,0
257087:56:+,95.13171858,1,0,0
257087:74:+,57.836966,1,2.84E-14,0
257087:80:+,122.4538782,1,0,0
257087:83:+,50.82310094,1,1.01E-12,0
257087:107:+,88.13829998,1,0,0
258462:38:+,64.22222222,1,1.11E-15,0
258462:46:+,71.15727069,1,0,0
258462:54:+,42.61583277,1,6.66E-11,0
258462:69:+,70.99652795,1,0,0
258462:74:+,118.7687035,1,0,0
258462:83:+,57.2116846,1,3.91E-14,0
258462:130:+,36.39269888,1,1.61E-09,0
258462:137:+,118.7501335,1,0,0
258944:116:-,70.35381425,1,0,0
259091:8:-,19.93525682,1,8.01E-06,0.003
259091:32:-,38.04166559,1,6.92E-10,0
259091:33:-,35.91145814,1,2.06E-09,0
259091:45:-,21.0985255,1,4.36E-06,0.001
259091:76:-,43.67546464,1,3.88E-11,0
259091:113:-,47.50946098,1,5.47E-12,0
259091:126:-,34.44299812,1,4.39E-09,0
259606:6:+,33.05828668,1,8.94E-09,0
259606:36:+,47.27237351,1,6.18E-12,0
259606:66:+,55.48615059,1,9.41E-14,0
259606:109:+,123.9731354,1,0,0
259606:113:+,123.9731354,1,0,0
259606:124:+,89.26089813,1,0,0
259606:128:+,133.2602104,1,0,0
260495:17:+,78.79069767,1,0,0
260495:51:+,26.23351068,1,3.03E-07,0
260495:52:+,27.1473144,1,1.89E-07,0
260495:80:+,27.04,1,1.99E-07,0
260495:95:+,62.43943515,1,2.78E-15,0
260495:98:+,43.93078386,1,3.40E-11,0
260495:111:+,50.31049805,1,1.31E-12,0
261917:10:+,55.01630467,1,1.20E-13,0
261917:56:+,9.977470759,1,0.001584672,0.004
261917:104:+,38.97863072,1,4.28E-10,0
261917:116:+,49.79423868,1,1.71E-12,0
262439:65:-,83.32847926,1,0,0
262439:103:-,55.3701766,1,9.98E-14,0
262439:106:-,68.25813153,1,1.11E-16,0
262439:122:-,37.53127912,1,9.00E-10,0
262439:124:-,143.9117015,1,0,0
262439:125:-,140.323155,1,0,0
262442:84:+,40.78972388,1,1.70E-10,0
262442:91:+,32.26523297,1,1.34E-08,0
262442:92:+,48.06146699,1,4.13E-12,0
262442:104:+,30.9755471,1,2.61E-08,0
262442:116:+,7.129224953,1,0.00758375,0.032
262442:122:+,18.02591662,1,2.18E-05,0.001
262602:19:+,196.9059069,1,0,0
262602:30:+,48.16638004,1,3.92E-12,0
262602:50:+,113.1421413,1,0,0
262602:65:+,168.9138765,1,0,0
262602:115:+,85.85474175,1,0,0
263184:14:+,19.78218289,1,8.68E-06,0
263184:18:+,13.56492087,1,0.000230452,0.004
263184:22:+,13.56492087,1,0.000230452,0.006
263184:34:+,27.78677688,1,1.35E-07,0
263184:50:+,15.58814075,1,7.87E-05,0
263184:64:+,15.91333729,1,6.63E-05,0
263184:77:+,36.13123243,1,1.84E-09,0
263184:115:+,1.288788307,1,0.25627137,0.176
263466:126:-,175.3837864,1,0,0
263466:236:-,175.4945895,1,0,0
263466:281:-,165.7917482,1,0,0
263509:48:-,119.7319461,1,0,0
263509:241:-,118.8838405,1,0,0
263509:362:-,176.2395322,1,0,0
263574:13:+,195.7322197,1,0,0
263574:23:+,211.2881366,1,0,0
263574:52:+,192.7403942,1,0,0
263574:120:+,110.2380583,1,0,0
263574:246:+,196.1292175,1,0,0
263574:264:+,237.2070178,1,0,0
263574:292:+,237.2070178,1,0,0
263588:39:+,180.1577505,1,0,0
263588:49:+,147.4523186,1,0,0
263588:94:+,162.2679887,1,0,0
263588:118:+,180.7935726,1,0,0
263588:127:+,163.9633358,1,0,0
263588:133:+,185.1732312,1,0,0
263588:154:+,153.0753806,1,0,0
263588:178:+,178.2799882,1,0,0
263588:194:+,203.0096346,1,0,0
263588:205:+,152.5804255,1,0,0
263588:218:+,146.2657371,1,0,0
263588:253:+,178.2602463,1,0,0
263636:21:-,194.5146727,1,0,0
263636:53:-,207.3333051,1,0,0
263636:98:-,166.415609,1,0,0
263636:120:-,216.913174,1,0,0
263636:162:-,234.8513535,1,0,0
264551:105:-,179.6840264,1,0,0
264551:261:-,229.0357716,1,0,0
264748:183:-,188.8611813,1,0,0
264748:253:-,200.8416096,1,0,0
264994:18:+,156.8364391,1,0,0
264994:44:+,204.3045609,1,0,0
264994:116:+,172.6473363,1,0,0
265436:178:-,217.3690707,1,0,0
265436:232:-,197.8949234,1,0,0
265436:233:-,208.8513166,1,0,0
265436:238:-,182.3539172,1,0,0
265436:258:-,188.4072098,1,0,0
265436:263:-,188.4072098,1,0,0
265436:266:-,195.3642213,1,0,0
265480:20:-,188.7486466,1,0,0
265480:24:-,201.7579982,1,0,0
265480:27:-,206.6669497,1,0,0
265480:134:-,212.2891308,1,0,0
265699:16:+,134.2941716,1,0,0
265699:72:+,134.2941716,1,0,0
265699:239:+,173.5100665,1,0,0
265699:259:+,184.2190491,1,0,0
265699:309:+,127.3468757,1,0,0
265700:24:-,204.2588228,1,0,0
265700:27:-,204.7719857,1,0,0
265700:35:-,198.2030424,1,0,0
265700:94:-,212.4713764,1,0,0
265700:104:-,182.7086799,1,0,0
265700:235:-,198.9191162,1,0,0
265700:254:-,218.3414284,1,0,0
265700:261:-,215.9585779,1,0,0
265700:277:-,187.089407,1,0,0
265706:11:+,87.32463883,1,0,0
265706:45:+,190.8607964,1,0,0
265706:68:+,113.6054088,1,0,0
265706:128:+,176.4824351,1,0,0
265706:140:+,77.68365076,1,0,0
265781:31:+,191.2210074,1,0,0
265817:55:-,206.6126229,1,0,0
265817:88:-,163.917578,1,0,0
265817:109:-,200.2937509,1,0,0
265817:200:-,178.7377532,1,0,0
266143:138:+,222.5356505,1,0,0
266143:238:+,243.528695,1,0,0
266143:280:+,205.9824391,1,0,0
266143:310:+,230.3353516,1,0,0
266160:67:+,208.6899893,1,0,0
266160:75:+,148.5023278,1,0,0
266255:7:+,167.9529566,1,0,0
266255:52:+,169.3447551,1,0,0
266255:54:+,184.396538,1,0,0
266255:66:+,184.396538,1,0,0
266255:203:+,218.4590059,1,0,0
266255:247:+,170.9357548,1,0,0
266368:67:-,223.9041374,1,0,0
266368:78:-,212.3537179,1,0,0
266368:85:-,176.296297,1,0,0
266368:114:-,165.8288917,1,0,0
266368:131:-,197.5575558,1,0,0
266368:140:-,178.9560598,1,0,0
266464:28:+,152.2579277,1,0,0
266464:39:+,183.8714791,1,0,0
266464:51:+,148.9882309,1,0,0
266587:86:-,209.580687,1,0,0
266587:87:-,195.3752073,1,0,0
266587:100:-,230.1659024,1,0,0
266587:250:-,250.8626093,1,0,0
266587:254:-,160.916748,1,0,0
266587:279:-,186.4690195,1,0,0
266587:284:-,264.0757932,1,0,0
266587:301:-,252.1417292,1,0,0
266696:11:-,163.4086636,1,0,0
266696:62:-,186.9171476,1,0,0
266831:26:+,181.2135113,1,0,0
266831:53:+,193.5018957,1,0,0
266947:29:-,140.5252033,1,0,0
267074:29:-,180.9232671,1,0,0
267074:38:-,203.4051782,1,0,0
267074:71:-,144.9250678,1,0,0
267074:86:-,198.1918343,1,0,0
267074:87:-,193.9013005,1,0,0
267074:102:-,198.1918343,1,0,0
267074:121:-,144.9250678,1,0,0
267074:230:-,194.8201367,1,0,0
267074:281:-,187.8887309,1,0,0
267238:255:-,184.891531,1,0,0
267238:266:-,160.0689863,1,0,0
267238:317:-,166.4708861,1,0,0
267240:8:+,180.6509336,1,0,0
267240:10:+,166.5228624,1,0,0
267240:12:+,149.6583592,1,0,0
267240:54:+,164.6782039,1,0,0
267240:68:+,176.4316784,1,0,0
267240:71:+,148.9470566,1,0,0
267240:152:+,173.9256674,1,0,0
267240:176:+,168.7810313,1,0,0
267240:192:+,175.1718172,1,0,0
267240:205:+,147.4869699,1,0,0
267240:218:+,205.5305212,1,0,0
267240:226:+,167.1152875,1,0,0
267240:242:+,139.0280717,1,0,0
267689:22:+,188.6411761,1,0,0
267689:70:+,160.5449711,1,0,0
267689:292:+,174.1336969,1,0,0
267689:327:+,174.1619197,1,0,0
267938:40:+,203.6557524,1,0,0
267938:61:+,193.5018957,1,0,0
267938:80:+,154.8996291,1,0,0
268058:92:+,287.4314077,1,0,0
268058:103:+,287.4314077,1,0,0
268058:115:+,249.6067239,1,0,0
268058:128:+,260.9326472,1,0,0
268058:140:+,288.6277166,1,0,0
268064:90:-,184.6564294,1,0,0
268064:106:-,194.8787067,1,0,0
268496:31:-,237.2687747,1,0,0
268516:38:+,120.3391838,1,0,0
268516:64:+,186.011825,1,0,0
268516:119:+,109.9160358,1,0,0
268517:66:+,153.0363719,1,0,0
268622:33:-,137.2620291,1,0,0
268622:82:-,145.8741934,1,0,0
268622:95:-,146.2714956,1,0,0
268622:104:-,140.2908772,1,0,0
268622:121:-,146.9123642,1,0,0
268622:248:-,142.2582673,1,0,0
268639:33:-,254.3357312,1,0,0
268639:193:-,254.3357312,1,0,0
268639:196:-,159.0886885,1,0,0
268639:313:-,222.903188,1,0,0
268672:10:+,209.4319921,1,0,0
268672:32:+,198.2185125,1,0,0
268672:110:+,189.6221586,1,0,0
268672:112:+,179.5612226,1,0,0
268672:138:+,210.234441,1,0,0
268931:29:-,269.0694077,1,0,0
268931:48:-,202.7568479,1,0,0
268931:94:-,206.3263329,1,0,0
268931:101:-,201.3792581,1,0,0
268986:87:-,179.7259933,1,0,0
268986:127:-,246.2006083,1,0,0
268986:139:-,217.2586981,1,0,0
268986:215:-,182.4276186,1,0,0
268986:228:-,157.9282095,1,0,0
268986:234:-,209.4157238,1,0,0
268986:261:-,176.2113323,1,0,0
268994:18:+,194.1131143,1,0,0
268994:54:+,200.0851672,1,0,0
268994:64:+,229.7557741,1,0,0
268994:82:+,198.2896677,1,0,0
268994:201:+,233.8927797,1,0,0
268994:268:+,207.8379541,1,0,0
268994:305:+,202.1606088,1,0,0
268994:306:+,242.8894275,1,0,0
269247:50:+,159.4129127,1,0,0
269247:71:+,159.4129127,1,0,0
269247:81:+,154.0169336,1,0,0
269247:94:+,180.149737,1,0,0
269247:97:+,159.4129127,1,0,0
269247:128:+,175.7128936,1,0,0
269247:305:+,192.2545068,1,0,0
269399:95:-,121.5443511,1,0,0
269513:9:-,222.8081108,1,0,0
269513:31:-,214.5036883,1,0,0
269513:54:-,192.9970954,1,0,0
269513:75:-,173.1532139,1,0,0
269513:104:-,175.9414362,1,0,0
269513:109:-,183.4212436,1,0,0
269666:32:-,238.440358,1,0,0
269666:56:-,180.3293376,1,0,0
269666:67:-,209.3704155,1,0,0
269666:68:-,213.6359489,1,0,0
269666:120:-,234.5492045,1,0,0
269666:131:-,252.4005003,1,0,0
269666:263:-,156.0116783,1,0,0
269666:270:-,172.9134956,1,0,0
269666:281:-,227.4508533,1,0,0
269666:311:-,177.3933676,1,0,0
270209:41:+,131.8668623,1,0,0
270209:86:+,152.3479219,1,0,0
270209:96:+,171.3526069,1,0,0
270209:100:+,126.0923303,1,0,0
270209:101:+,183.3125265,1,0,0
270209:110:+,171.7307772,1,0,0
270209:130:+,215.9068911,1,0,0
271306:6:-,183.5348644,1,0,0
271306:18:-,189.719714,1,0,0
271306:67:-,180.2532786,1,0,0
271306:89:-,163.1484405,1,0,0
271306:116:-,191.1841849,1,0,0
271306:122:-,201.4946729,1,0,0
271306:205:-,204.5413348,1,0,0
271306:226:-,174.6378411,1,0,0
271306:291:-,196.7888037,1,0,0
271319:14:+,215.5291541,1,0,0
271319:34:+,210.7234215,1,0,0
271319:76:+,164.9909087,1,0,0
271319:121:+,212.8131946,1,0,0
271319:122:+,212.8131946,1,0,0
271319:219:+,209.3643212,1,0,0
271319:316:+,216.4137457,1,0,0
271539:136:+,221.4637208,1,0,0
271550:28:-,196.8185987,1,0,0
271550:41:-,183.8805827,1,0,0
271550:65:-,198.1643885,1,0,0
271550:73:-,209.884415,1,0,0
271550:105:-,197.1282051,1,0,0
271729:26:+,177.7995264,1,0,0
271729:66:+,184.7604658,1,0,0
271781:75:-,125.9569099,1,0,0
271781:126:-,131.9087148,1,0,0
271781:134:-,126.9331467,1,0,0
271837:48:+,160.1027477,1,0,0
271837:72:+,169.6796745,1,0,0
271837:75:+,191.2244243,1,0,0
271837:113:+,191.2244243,1,0,0
271884:6:-,227.5712327,1,0,0
271884:52:-,223.7077876,1,0,0
271884:130:-,242.813734,1,0,0
271949:53:+,248.5193208,1,0,0
271949:68:+,181.1531444,1,0,0
271949:70:+,245.1570153,1,0,0
271949:71:+,245.1570153,1,0,0
271949:111:+,241.1404546,1,0,0
271949:120:+,260.8749243,1,0,0
271949:121:+,255.6856117,1,0,0
271949:133:+,215.194365,1,0,0
271949:215:+,183.3143124,1,0,0
272112:165:-,163.4262544,1,0,0
272112:176:-,173.3405847,1,0,0
272112:207:-,206.809127,1,0,0
272249:39:+,216.6512625,1,0,0
272249:69:+,174.8813608,1,0,0
272249:79:+,203.0748743,1,0,0
272249:85:+,215.5651333,1,0,0
272249:102:+,200.1209333,1,0,0
272249:115:+,186.4672531,1,0,0
272249:135:+,215.5651333,1,0,0
272249:137:+,247.290349,1,0,0
272249:255:+,212.7837559,1,0,0
272249:265:+,179.9722755,1,0,0
272249:285:+,158.1644363,1,0,0
272249:298:+,158.152558,1,0,0
272249:305:+,154.0574016,1,0,0
272249:306:+,146.9455242,1,0,0
272249:348:+,172.6573791,1,0,0
272356:94:-,152.3479219,1,0,0
272418:26:+,214.4864233,1,0,0
272418:66:+,228.1814484,1,0,0
272529:23:-,204.320341,1,0,0
272529:71:-,202.0156605,1,0,0
272829:68:-,198.1486681,1,0,0
272829:83:-,209.553382,1,0,0
272829:121:-,168.0835416,1,0,0
272829:125:-,168.0835416,1,0,0
272831:49:+,140.9946232,1,0,0
272831:106:+,137.2254893,1,0,0
273357:76:+,161.1029539,1,0,0
273704:104:+,185.6067734,1,0,0
273859:30:-,195.8317071,1,0,0
273859:38:-,148.4690893,1,0,0
273859:51:-,210.0656413,1,0,0
273859:62:-,180.1718511,1,0,0
273859:83:-,180.0753353,1,0,0
273859:84:-,108.6890179,1,0,0
273859:98:-,257.3033828,1,0,0
273859:107:-,98.83477332,1,0,0
273859:121:-,203.2601225,1,0,0
273859:138:-,207.558853,1,0,0
273928:264:+,185.9442287,1,0,0
273928:282:+,173.8894794,1,0,0
273928:292:+,150.7743136,1,0,0
274146:50:-,166.0804258,1,0,0
274146:87:-,167.5919157,1,0,0
274146:92:-,170.6816876,1,0,0
274146:117:-,191.3800338,1,0,0
274230:70:-,204.6469111,1,0,0
274243:47:-,150.905577,1,0,0
274243:73:-,150.1630823,1,0,0
274309:67:+,189.1430016,1,0,0
274309:89:+,209.3068959,1,0,0
274361:94:+,157.0417061,1,0,0
274361:106:+,112.6794486,1,0,0
274361:126:+,136.8060662,1,0,0
274361:128:+,136.2785042,1,0,0
274361:130:+,112.2489884,1,0,0
274436:57:+,168.8753583,1,0,0
274436:67:+,181.912282,1,0,0
274436:69:+,185.7555428,1,0,0
274436:72:+,183.2248447,1,0,0
274436:114:+,168.8753583,1,0,0
274436:118:+,184.0589139,1,0,0
274436:126:+,179.991965,1,0,0
274576:30:-,184.830473,1,0,0
274576:43:-,171.9670151,1,0,0
274576:62:-,161.3681633,1,0,0
274576:91:-,182.0294785,1,0,0
274576:118:-,269.0694077,1,0,0
274576:121:-,259.1602646,1,0,0
274576:126:-,172.5222878,1,0,0
274576:127:-,270.9411892,1,0,0
274576:128:-,210.1520179,1,0,0
274576:133:-,193.9941212,1,0,0
274621:26:+,208.4412465,1,0,0
275089:14:-,201.5929703,1,0,0
275089:52:-,227.9163068,1,0,0
275089:103:-,280.4564531,1,0,0
275089:106:-,229.5478408,1,0,0
275089:240:-,240.7155354,1,0,0
275089:244:-,208.2889872,1,0,0
275089:245:-,208.2889872,1,0,0
275089:264:-,189.9048057,1,0,0
275089:301:-,196.2626836,1,0,0
275089:318:-,258.1778827,1,0,0
275089:323:-,212.383816,1,0,0
275089:337:-,192.1100368,1,0,0
275094:81:-,198.7557325,1,0,0
275094:84:-,193.5018957,1,0,0
275094:115:-,229.4906675,1,0,0
275094:128:-,217.2827723,1,0,0
275094:133:-,178.2333364,1,0,0
275515:66:+,257.1986771,1,0,0
275515:178:+,290.3885059,1,0,0
275515:221:+,178.5811983,1,0,0
275667:62:+,227.0408059,1,0,0
275667:107:+,166.5739753,1,0,0
275667:276:+,197.6817052,1,0,0
275667:299:+,98.30842787,1,0,0
276060:19:-,181.8543226,1,0,0
276060:119:-,196.3883659,1,0,0
276166:68:+,161.2863846,1,0,0
276231:14:+,169.5931672,1,0,0
276231:20:+,151.6864303,1,0,0
276231:117:+,134.7413421,1,0,0
276231:119:+,144.96942,1,0,0
276231:179:+,157.1817574,1,0,0
276231:209:+,190.7824074,1,0,0
276231:225:+,153.4075089,1,0,0
276274:227:-,3.188468198,1,0.074159472,0.108
276296:22:-,231.2085675,1,0,0
276698:31:+,173.5239511,1,0,0
276698:34:+,210.1520179,1,0,0
276698:65:+,184.7452923,1,0,0
276698:120:+,167.1939629,1,0,0
